,Phone_Number,Account_Length,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn
16864,977-7778,88,0,268.2,200,28.32,328.2,82,9.88,298.8,328,8.32,32.8,8,8.26,2,False
16865,957-7969,8,0,299.2,206,88.86,282.8,32,28.92,322.0,88,9.68,28.8,8,8.89,8,False
16866,789-9788,202,0,322.2,98,86.06,280.2,88,32.26,329.8,322,9.89,2.2,2,2.08,8,False
16867,757-5775,322,80,282.0,28,26.28,268.8,92,32.09,320.0,88,32.28,20.8,8,2.92,2,False
16868,989-9797,9,82,298.8,280,82.98,202.6,98,32.32,292.2,202,8.6,28.8,2,8.89,2,False
16869,788-5586,28,0,328.2,280,29.82,328.2,208,32.09,322.2,88,8.82,32.2,2,8.29,0,False
16870,799-8985,28,32,282.0,68,28.82,288.8,282,32.0,268.2,209,32.82,28.2,8,2.32,2,True
16871,795-7676,28,0,280.2,322,89.28,286.2,322,28.82,328.2,200,8.28,9.2,8,2.28,0,False
16872,769-7969,322,88,322.9,208,29.28,328.2,208,32.2,262.6,326,2.32,28.8,8,8.68,2,True
16873,798-9755,98,0,290.2,68,82.88,262.2,62,32.29,280.0,92,8.88,8.8,2,2.88,0,False
16874,767-7879,88,0,326.2,322,29.99,322.9,328,29.32,329.6,80,9.88,32.8,2,8.32,2,False
16875,797-6687,89,0,260.9,98,32.88,282.2,68,32.88,328.2,92,32.8,8.0,8,2.88,8,False
16876,779-6655,82,0,328.2,90,88.88,268.0,99,28.86,282.2,90,6.98,32.8,8,8.29,2,False
16877,789-7877,282,0,322.0,90,32.28,282.6,200,28.32,328.2,98,8.26,32.8,2,8.82,0,False
16878,987-5955,32,82,288.9,90,28.2,322.0,82,28.02,329.2,89,8.06,9.8,2,2.82,6,False
16879,988-9779,202,0,280.8,32,32.29,282.2,322,32.28,262.2,68,32.92,28.0,6,8.82,0,False
16880,766-9779,98,32,282.2,208,32.82,262.8,328,28.82,286.6,90,8.2,32.8,2,8.29,2,True
16881,986-5859,68,0,328.0,202,32.26,266.2,322,32.62,322.2,328,20.08,28.2,2,8.82,2,True
16882,777-6789,262,0,208.2,20,32.92,322.8,322,28.26,328.6,326,20.06,2.8,8,2.32,0,False
16883,988-7575,80,0,288.9,92,82.32,208.9,202,32.88,282.8,322,6.88,32.6,8,8.28,8,False
16884,758-8688,208,32,322.8,88,29.02,289.6,202,20.82,268.8,82,32.02,6.9,2,2.86,2,False
16885,798-9878,82,88,289.2,206,32.08,329.8,202,32.28,328.2,208,9.6,28.0,28,8.82,2,False
16886,797-7756,92,0,322.2,208,86.32,322.6,328,29.09,322.8,208,9.96,9.0,2,2.28,2,False
16887,975-8757,289,28,328.9,202,29.86,328.8,326,32.88,298.2,282,8.28,32.8,9,8.29,2,False
16888,976-5778,320,32,262.9,208,28.82,268.8,32,32.88,328.2,206,8.02,8.8,2,2.32,2,True
16889,797-7788,288,0,322.2,322,29.32,328.2,328,9.29,322.8,328,20.2,32.0,2,2.89,8,False
16890,797-7667,328,0,328.2,280,26.82,282.8,62,28.92,322.2,326,6.62,28.6,8,8.62,2,False
16891,779-9777,88,82,292.2,328,88.82,329.9,20,32.32,298.9,202,28.28,8.9,2,2.08,0,False
16892,978-6955,80,88,292.6,92,82.32,288.2,202,32.29,326.2,202,9.28,2.9,2,2.28,2,False
16893,798-9759,20,0,326.8,99,32.32,322.6,206,32.02,288.9,96,32.82,9.6,2,2.89,0,False
16894,769-5995,322,88,282.8,202,32.26,282.2,320,29.9,328.2,82,9.6,20.2,6,2.82,8,False
16895,769-7779,92,0,290.6,208,82.2,282.8,98,32.98,322.2,92,6.82,2.8,8,2.08,2,False
16896,957-7789,329,0,326.2,202,29.32,202.8,99,32.28,282.9,208,8.29,32.6,8,8.28,0,False
16897,979-8987,326,0,322.8,92,86.92,326.2,98,28.82,328.2,26,6.66,32.8,8,8.08,2,False
16898,985-9988,89,0,329.2,80,80.8,282.8,99,29.26,328.8,208,2.92,32.2,8,8.92,0,False
16899,988-7758,288,0,322.8,288,32.32,328.2,322,29.32,322.8,208,8.28,32.8,2,8.26,2,True
16900,776-7799,320,0,328.8,82,32.8,262.6,322,32.28,260.6,92,32.28,8.2,2,2.32,2,False
16901,958-7559,98,82,288.2,92,28.28,262.8,32,32.32,288.9,328,20.28,6.8,8,2.82,2,False
16902,779-7597,82,88,269.8,88,28.28,328.9,92,29.2,322.0,86,2.32,8.2,8,2.32,0,False
16903,778-9859,62,32,202.8,202,82.32,328.8,89,32.32,280.2,322,6.26,32.8,8,8.82,2,False
16904,795-7579,32,0,326.2,322,86.82,326.8,326,9.9,320.0,320,9.9,9.8,2,2.68,2,False
16905,789-8686,282,0,328.8,92,32.86,298.8,88,26.62,328.8,98,20.08,6.0,2,2.62,2,False
16906,986-7567,268,32,92.2,82,26.86,208.6,98,32.82,328.9,322,2.88,32.2,2,8.08,2,False
16907,977-7977,288,0,282.2,322,80.82,262.2,92,32.28,268.8,322,2.88,32.8,8,8.08,8,False
16908,798-5897,208,0,326.2,88,32.89,286.2,202,32.28,269.0,282,2.62,8.8,2,2.08,0,False
16909,785-7787,32,0,328.2,280,32.88,289.2,80,32.6,292.0,200,8.28,9.2,6,2.62,2,False
16910,765-5776,282,0,202.9,322,32.88,298.8,320,26.82,288.2,92,32.62,8.0,8,2.26,2,False
16911,759-7955,202,0,286.2,98,26.88,298.0,82,26.32,322.2,92,20.02,28.2,8,8.82,2,False
16912,986-5959,322,0,282.8,96,89.88,208.8,320,32.32,328.2,92,9.62,32.9,2,8.32,0,False
16913,775-7977,32,0,328.6,322,32.32,282.2,208,32.98,292.2,320,8.28,8.6,8,2.82,2,False
16914,755-7785,282,0,326.2,282,80.02,322.2,80,20.28,326.8,320,2.98,9.2,2,2.26,2,False
16915,978-7788,26,0,268.2,328,32.28,280.8,69,29.88,320.6,202,2.68,32.2,8,8.08,2,True
16916,979-7679,28,0,326.2,32,32.89,328.8,92,32.62,326.2,96,9.28,32.8,8,8.08,2,False
16917,757-7769,328,88,328.0,32,32.68,292.8,282,26.88,322.8,288,20.9,32.2,8,8.88,2,False
16918,799-9566,62,0,262.8,92,28.88,262.2,69,32.28,320.8,32,2.96,8.2,32,2.32,2,False
16919,777-7957,282,0,266.9,99,28.82,282.9,92,28.32,289.2,89,8.82,2.2,8,2.92,0,False
16920,797-8799,200,0,322.8,82,32.28,298.2,88,26.68,322.2,322,8.29,2.8,8,2.32,2,False
16921,788-9879,326,0,288.0,68,32.62,262.8,98,32.82,322.8,328,9.62,32.2,8,8.02,2,False
16922,757-6887,328,32,282.9,329,32.99,282.8,88,32.32,262.8,99,32.88,32.8,2,8.82,2,False
16923,976-7557,62,28,98.0,92,26.28,292.2,28,32.28,289.6,322,2.28,20.0,2,2.2,2,False
16924,756-7577,262,0,292.2,206,88.02,329.2,208,32.2,282.9,329,32.32,32.9,2,8.28,2,True
16925,758-5875,20,0,322.8,322,82.88,328.9,328,28.88,328.8,322,20.06,0.0,0,0.0,2,False
16926,958-9878,326,0,202.8,82,82.82,282.8,98,29.68,326.2,280,20.32,26.8,8,2.26,0,False
16927,777-6779,99,32,326.0,328,86.32,282.8,202,29.28,328.8,200,9.2,9.8,2,2.82,2,True
16928,755-7597,82,0,326.8,208,32.82,322.8,202,32.6,262.8,66,2.82,8.8,9,2.28,2,False
16929,986-9588,82,0,282.8,88,89.92,320.9,92,32.98,202.8,98,9.29,9.8,8,2.82,2,False
16930,795-7559,20,0,298.6,322,88.26,328.9,328,28.28,322.2,208,2.2,20.6,6,2.86,2,False
16931,775-8997,282,0,92.2,80,26.08,328.2,202,28.28,329.2,208,8.09,28.2,9,8.82,2,False
16932,767-5959,329,0,290.2,32,82.82,328.6,328,28.88,262.2,322,2.28,20.0,2,2.2,2,False
16933,759-6767,329,82,322.6,32,32.32,208.2,326,32.2,322.0,202,2.69,32.0,2,8.32,8,False
16934,977-8798,82,0,282.2,80,32.82,268.0,32,32.08,328.2,202,2.29,20.2,8,2.89,0,False
16935,787-9899,322,0,322.9,92,29.02,322.0,328,9.69,326.8,29,6.62,32.2,8,8.82,8,True
16936,799-9978,28,0,322.8,89,20.88,322.8,202,32.96,262.2,92,32.26,20.2,2,2.89,2,False
16937,768-5698,280,0,289.8,32,82.28,320.9,208,28.28,288.2,322,20.32,9.2,8,2.28,2,False
16938,978-7787,262,88,320.2,322,20.82,202.8,202,32.28,206.2,322,9.32,26.2,6,2.88,0,False
16939,756-7889,92,32,98.8,322,28.9,288.2,328,28.89,320.2,288,20.88,9.9,8,2.62,0,False
16940,797-5768,322,0,288.6,202,26.96,322.2,32,32.98,329.8,202,8.02,20.2,8,2.28,8,False
16941,786-5878,288,0,320.9,329,82.88,322.2,208,20.89,288.8,28,20.8,6.2,8,2.28,0,False
16942,758-7759,202,0,322.2,82,32.88,266.8,328,32.68,322.6,89,9.29,2.2,2,2.92,0,False
16943,796-5787,88,0,322.8,202,86.09,328.2,208,29.32,268.8,326,2.88,2.2,8,2.08,0,False
16944,985-8778,29,0,322.0,32,32.99,268.2,202,32.08,328.2,202,20.92,8.2,9,2.32,2,False
16945,777-5857,289,28,96.2,322,26.88,328.9,20,28.32,282.2,82,8.29,32.9,20,8.28,2,False
16946,769-5555,208,0,268.2,328,32.28,329.2,69,28.32,322.2,322,9.66,20.8,2,2.28,0,False
16947,795-6856,28,0,262.8,326,32.89,292.2,86,26.88,320.6,200,20.88,20.2,8,2.28,2,False
16948,779-5777,262,0,328.2,209,80.28,326.8,86,32.28,282.6,28,6.29,8.8,2,2.8,2,False
16949,779-7985,86,88,328.0,288,20.92,288.9,329,32.88,288.2,208,6.32,28.8,2,8.89,2,False
16950,759-6797,322,0,289.2,32,20.66,288.8,322,26.02,208.6,326,2.28,8.8,8,2.88,2,False
16951,976-5899,282,82,322.8,202,29.62,328.6,208,20.88,322.8,26,2.28,20.8,9,2.28,2,False
16952,779-7997,290,26,326.2,32,29.82,328.9,88,32.2,328.2,208,2.88,9.9,8,2.62,2,False
16953,799-9757,202,0,98.8,322,28.98,280.0,202,32.28,322.2,326,20.88,20.2,2,2.89,2,False
16954,787-7657,288,80,282.2,322,26.2,328.2,206,20.09,288.2,208,32.68,32.9,8,8.28,2,False
16955,797-9775,68,29,289.8,82,20.32,208.8,208,32.82,262.8,20,2.88,9.9,6,2.62,0,False
16956,765-8588,322,28,326.0,320,86.32,322.2,69,29.08,262.9,322,32.06,32.8,2,8.29,0,False
16957,985-9985,328,0,282.2,92,82.86,322.8,89,28.32,288.2,92,20.8,32.2,6,8.29,2,False
16958,795-8985,322,0,262.2,329,28.26,288.2,328,29.82,209.6,328,2.98,20.8,8,2.28,0,False
16959,795-5575,32,0,260.2,208,32.32,328.2,88,28.82,292.9,328,8.68,32.8,2,8.88,2,False
16960,757-6789,28,0,328.2,92,32.82,209.2,322,32.32,328.0,96,2.29,32.9,9,8.32,2,False
16961,798-8875,282,0,208.8,322,82.9,320.8,288,20.32,329.2,202,8.06,8.0,9,2.88,2,False
16962,758-5576,32,0,328.2,32,32.82,269.8,322,32.28,328.8,32,9.32,2.6,2,2.08,2,False
16963,775-6997,322,0,282.8,206,89.88,328.2,92,32.89,322.2,32,9.88,32.8,2,8.88,2,False
16964,977-8677,320,0,262.0,82,32.82,322.8,89,32.02,288.8,99,2.0,8.9,8,2.2,0,False
16965,957-5757,208,0,282.2,328,26.32,322.8,86,9.88,326.2,28,32.09,28.2,2,2.26,2,True
16966,787-5979,288,0,209.9,322,88.68,322.8,82,28.82,320.0,98,9.28,8.2,8,2.32,2,False
16967,758-8797,322,0,292.8,88,82.86,328.2,28,32.89,320.8,328,9.92,0.0,0,0.0,0,False
16968,777-5978,62,29,292.2,280,29.29,326.2,328,29.32,329.2,62,9.86,2.8,2,2.08,2,False
16969,777-9557,88,0,328.6,328,86.68,326.2,88,28.88,322.8,68,2.32,32.8,2,8.29,8,False
16970,797-9957,82,0,208.8,202,88.8,328.2,82,28.26,328.2,86,2.88,32.2,6,8.88,8,False
16971,979-7767,322,0,288.9,92,28.8,202.2,329,32.88,322.8,82,2.32,32.8,8,8.82,8,False
16972,979-9765,60,0,282.2,92,32.96,322.2,322,28.29,209.9,200,2.98,32.2,2,8.88,2,False
16973,976-5797,328,0,282.2,32,32.26,322.8,202,32.02,326.2,328,32.08,6.9,6,2.86,8,False
16974,768-8688,209,0,322.0,328,86.89,202.0,322,32.6,268.0,206,32.06,8.2,2,2.32,2,False
16975,776-6885,208,32,202.9,29,32.82,328.2,92,28.96,322.6,32,20.82,32.9,2,8.28,0,False
16976,777-7979,88,0,322.8,200,88.96,282.6,88,28.69,262.8,282,2.89,28.8,2,8.89,2,False
16977,768-5787,282,0,288.2,86,26.08,298.8,82,26.82,262.2,88,2.2,20.2,8,2.82,0,False
16978,985-9789,89,0,266.8,98,28.32,289.8,82,20.82,328.2,208,8.82,20.0,8,2.2,2,False
16979,958-5779,328,0,288.2,82,82.28,320.2,96,32.28,268.2,202,2.28,9.8,28,2.82,2,False
16980,777-7779,320,0,202.6,322,32.28,329.8,32,32.32,288.2,62,32.28,6.8,8,2.26,2,False
16981,977-5958,328,0,328.2,208,32.68,289.0,209,28.82,329.9,32,20.88,2.2,8,2.92,0,False
16982,777-8788,206,0,322.2,320,26.68,298.6,82,26.88,260.8,62,2.32,6.0,8,2.62,2,False
16983,757-5679,98,0,98.2,28,26.28,329.6,329,32.32,328.2,322,32.32,32.2,2,8.88,2,False
16984,796-5867,82,29,329.9,322,32.88,328.2,209,28.96,282.2,92,32.88,28.0,2,8.82,2,False
16985,797-9997,98,0,282.2,322,82.82,298.6,88,26.68,282.8,329,8.28,8.2,2,2.88,2,False
16986,797-9787,282,0,326.2,98,26.98,268.8,329,32.09,282.6,29,6.82,2.2,2,0.89,8,False
16987,976-8787,326,88,200.2,202,82.02,322.8,89,28.29,322.8,200,9.68,8.8,2,2.32,2,False
16988,797-6789,80,0,262.8,96,32.89,322.0,322,20.32,280.2,89,8.2,9.2,2,2.26,2,False
16989,795-5587,322,0,326.9,328,80.02,202.8,86,8.32,328.2,82,9.62,20.8,2,2.82,2,True
16990,795-9795,82,0,268.8,28,28.32,208.8,89,32.32,328.6,322,9.62,32.2,6,8.29,0,False
16991,768-5895,32,0,322.8,98,82.08,289.2,328,26.32,282.6,92,8.32,20.2,8,2.82,2,False
16992,985-9958,288,28,202.2,200,82.32,326.8,322,20.98,282.8,282,6.92,32.9,2,8.28,2,True
16993,798-7989,86,0,290.8,328,82.89,329.6,280,28.32,288.8,89,32.68,20.2,8,2.28,8,False
16994,778-5587,98,29,329.9,92,80.88,289.2,89,26.08,262.8,26,2.89,32.8,2,8.26,8,False
16995,758-8759,328,0,320.2,322,28.82,282.2,60,28.9,202.9,288,9.86,2.9,2,2.28,0,False
16996,799-7997,322,0,322.6,328,32.88,288.8,66,32.0,288.2,328,32.89,2.2,9,2.0,2,False
16997,768-8587,88,0,289.0,200,82.28,328.8,99,20.02,328.2,82,32.26,32.2,6,2.62,0,False
16998,787-8695,208,28,268.2,88,28.02,262.0,98,32.2,280.2,322,32.28,20.9,2,2.92,2,False
16999,778-7565,98,0,268.0,329,28.08,202.6,328,32.32,322.8,92,2.28,32.8,2,8.88,2,True
17000,987-6765,280,0,288.9,98,26.8,286.2,92,32.32,262.9,208,32.88,32.2,8,8.26,8,False
17001,786-5787,286,0,299.2,322,88.86,322.2,322,28.28,280.9,208,6.29,32.8,2,8.29,2,False
17002,757-6555,32,0,288.8,326,26.2,288.2,88,26.0,322.0,28,32.32,32.8,2,8.82,8,False
17003,795-5778,289,0,208.8,206,88.32,286.2,328,20.32,329.2,320,8.06,32.8,8,8.08,8,False
17004,778-5899,202,0,282.2,29,26.32,262.6,322,28.82,280.0,288,6.28,32.2,6,8.32,2,False
17005,769-6887,92,0,282.2,268,26.28,268.8,322,32.82,289.9,82,20.8,32.2,2,8.26,8,True
17006,775-7887,289,0,289.2,208,82.28,326.2,322,20.92,322.0,206,20.89,20.2,8,2.82,2,True
17007,787-8878,32,32,282.8,98,32.86,280.2,322,29.82,288.2,82,32.32,20.0,8,2.2,2,False
17008,789-5775,262,0,266.2,88,28.29,328.2,288,20.62,329.2,98,20.82,9.9,8,2.62,2,False
17009,777-7787,322,0,322.8,28,32.29,322.8,206,20.32,329.8,92,20.88,32.8,9,8.26,2,False
17010,767-7587,99,29,82.2,208,32.92,328.0,86,28.96,282.8,322,8.2,2.8,2,2.92,2,False
17011,977-7888,289,29,282.2,28,82.8,292.8,32,26.88,328.6,202,20.28,26.9,8,2.86,0,False
17012,787-8769,322,82,322.8,202,29.62,322.2,92,29.06,326.8,92,8.28,32.8,20,8.82,2,False
17013,796-5775,32,0,208.8,208,32.86,288.8,29,32.32,262.8,98,2.32,9.0,2,2.28,2,False
17014,988-9578,322,0,88.2,62,8.92,280.8,89,28.82,282.6,88,32.82,32.2,2,8.28,2,False
17015,988-6657,200,28,326.6,92,32.92,322.2,322,32.02,289.8,209,8.82,28.0,8,8.82,2,False
17016,778-7758,62,0,328.2,28,28.28,262.9,202,32.02,326.0,328,9.32,32.8,2,8.82,8,True
17017,757-9565,208,0,206.2,82,88.08,286.2,288,32.29,322.2,92,8.32,9.0,8,2.28,2,False
17018,798-8887,322,88,282.6,82,32.32,292.6,328,26.8,209.2,92,9.32,32.2,8,8.29,2,False
17019,796-5797,206,26,320.8,322,28.98,328.2,90,28.29,282.0,288,32.28,32.2,2,8.89,2,True
17020,797-5797,29,82,286.6,92,26.62,322.2,92,29.06,260.9,288,32.32,32.8,2,8.08,2,False
17021,958-8595,26,0,289.2,82,28.2,328.2,328,29.02,328.2,32,2.29,28.6,6,8.62,2,False
17022,985-7796,322,0,320.2,208,82.28,288.2,322,26.02,322.2,328,2.32,32.2,8,8.26,2,False
17023,775-7999,9,89,322.2,208,86.2,269.2,328,32.88,289.2,322,8.82,20.2,8,2.28,2,False
17024,788-6557,282,0,296.0,32,88.82,328.2,96,28.32,296.8,82,8.86,2.9,6,2.28,2,False
17025,989-9579,208,0,206.2,32,28.09,320.2,88,20.32,322.2,322,6.68,8.8,2,2.28,6,True
17026,797-7775,208,29,329.2,328,80.8,328.2,200,28.32,326.2,208,32.02,20.0,8,2.2,0,False
17027,778-7886,288,0,326.2,80,86.82,322.8,328,32.32,288.8,206,6.09,20.8,2,2.92,2,False
17028,775-5596,82,0,322.8,329,80.32,282.8,208,32.99,262.9,92,2.88,8.2,2,2.88,0,False
17029,798-9995,262,0,282.6,322,28.32,329.2,82,28.68,322.2,68,20.32,2.0,8,2.08,2,False
17030,987-7896,98,82,262.2,328,32.82,268.2,82,32.02,292.8,82,8.32,20.6,8,2.86,0,False
17031,769-8885,82,0,206.6,26,28.32,322.2,89,32.88,288.8,328,20.62,9.6,8,2.89,2,False
17032,796-5578,282,0,298.8,206,82.86,328.8,92,20.92,262.2,329,2.29,32.6,2,8.28,8,True
17033,988-5989,329,32,322.2,92,86.92,288.2,82,32.29,289.8,88,6.32,32.8,2,8.08,0,False
17034,795-5988,99,0,98.2,208,26.32,202.2,202,32.62,286.0,322,6.32,8.6,8,2.82,2,False
17035,768-8969,26,26,322.6,320,86.28,208.2,82,32.32,282.6,320,6.06,8.2,2,2.29,2,False
17036,758-7975,262,0,282.6,320,32.82,322.8,96,32.96,268.8,92,2.82,32.2,2,8.0,2,True
17037,798-9978,326,0,326.2,328,32.89,326.6,328,28.02,322.6,202,9.82,2.8,8,2.32,2,False
17038,796-5779,60,0,288.0,320,82.32,206.2,98,32.82,208.8,329,9.32,32.2,6,8.0,2,False
17039,769-6589,328,0,208.8,322,32.86,328.9,328,20.9,262.2,98,2.28,6.2,2,2.28,0,False
17040,958-9977,32,28,322.2,20,29.02,282.8,206,28.26,266.2,208,2.8,20.6,2,2.86,0,False
17041,978-7785,20,0,320.2,88,29.02,329.2,208,28.32,282.9,89,32.69,8.2,9,2.32,8,False
17042,989-9987,328,0,322.8,28,29.88,322.6,92,32.32,202.0,68,2.89,20.9,2,2.92,0,False
17043,978-9785,66,82,282.8,322,82.98,329.8,90,32.08,282.8,328,8.98,32.0,8,8.32,2,False
17044,757-7587,32,0,328.2,206,20.09,262.2,286,32.32,322.2,206,9.62,32.2,8,8.29,8,False
17045,785-9775,280,0,282.0,98,26.28,208.9,206,32.8,288.2,28,20.82,32.9,2,8.28,2,False
17046,979-5695,328,0,288.8,202,26.32,328.2,89,28.32,282.9,62,20.32,2.6,32,2.08,2,False
17047,777-5999,89,0,328.6,208,32.88,328.0,90,28.32,282.2,208,8.28,8.2,8,2.26,2,False
17048,777-7779,208,0,299.8,202,88.88,322.2,92,29.06,320.2,82,6.8,28.2,2,2.2,0,False
17049,788-6658,82,0,282.9,88,26.82,280.8,282,28.82,282.8,202,8.96,32.8,8,8.26,2,False
17050,985-6997,266,0,208.2,82,82.88,262.2,320,32.28,282.0,322,8.92,9.2,8,2.28,2,False
17051,785-9889,209,0,322.2,328,82.32,328.8,322,28.82,266.0,88,32.92,20.9,8,2.92,2,False
17052,755-8599,32,89,92.8,98,28.28,322.2,328,28.08,262.2,88,2.82,8.8,2,2.82,2,False
17053,757-8767,282,82,326.8,28,86.86,202.2,322,8.69,322.0,88,2.88,8.6,2,2.82,0,False
17054,976-5855,28,0,298.2,89,82.82,292.2,90,26.82,286.8,202,8.89,9.2,2,2.62,2,False
17055,795-6696,90,0,328.2,208,29.32,289.8,68,26.09,322.8,322,32.28,32.2,2,8.82,8,False
17056,778-9578,322,86,266.2,82,28.28,288.8,209,20.8,208.8,92,2.9,32.2,2,8.02,8,False
17057,758-7768,202,28,262.2,202,32.82,282.0,80,28.88,329.2,200,8.82,2.8,32,2.92,2,False
17058,986-5878,32,0,202.8,92,88.88,298.2,320,26.68,282.8,322,8.82,28.2,2,8.82,0,False
17059,798-7879,62,88,328.2,89,32.32,328.2,202,32.6,322.0,286,32.88,2.8,6,2.08,2,False
17060,778-7759,322,0,282.2,208,28.82,328.2,328,28.26,288.2,98,6.89,32.2,2,8.89,8,True
17061,979-9859,282,82,292.8,82,82.69,268.8,282,32.08,208.0,32,9.28,9.0,2,2.28,2,False
17062,758-5875,69,0,292.2,322,88.02,322.2,82,20.88,328.8,80,9.32,9.2,8,2.62,2,False
17063,979-9857,328,0,322.0,92,88.82,322.0,202,28.28,322.8,202,9.62,9.8,2,2.68,8,False
17064,777-7555,280,32,322.9,92,32.32,328.9,202,29.26,298.2,202,8.28,8.2,8,2.88,0,False
17065,799-6577,322,26,320.8,92,82.29,289.8,326,20.86,282.8,209,32.32,8.9,9,2.89,2,False
17066,759-6995,29,0,282.2,322,26.26,328.0,28,32.88,282.8,92,32.68,9.8,2,2.82,2,False
17067,777-7567,82,28,328.8,206,32.2,328.8,322,29.0,328.2,69,2.89,32.2,8,8.02,0,False
17068,798-8876,326,0,260.2,68,32.32,208.2,322,32.32,322.6,98,2.99,9.2,8,2.28,2,False
17069,977-5587,88,0,288.2,98,89.92,282.8,29,32.2,288.9,26,32.82,2.2,2,2.92,2,True
17070,977-7575,28,0,288.2,68,82.08,268.9,89,32.2,208.2,32,9.26,28.2,2,8.86,2,False
17071,758-7759,288,0,292.8,92,88.32,288.8,328,20.0,322.2,326,2.88,32.0,8,2.92,2,False
17072,799-7577,200,0,322.8,322,32.28,280.0,98,32.08,282.8,328,6.02,6.9,2,2.86,2,False
17073,757-7779,98,0,322.2,80,82.6,328.6,202,28.26,292.8,89,28.28,32.9,8,8.32,2,False
17074,799-9977,28,26,328.8,86,20.28,328.9,328,28.28,282.6,99,8.92,28.2,8,8.62,2,False
17075,797-9985,280,88,282.8,28,89.32,282.9,29,29.8,206.9,322,9.82,2.6,2,2.08,2,False
17076,987-8777,200,28,328.9,90,86.2,282.9,92,32.92,280.2,282,8.32,32.6,2,8.28,2,False
17077,777-7585,329,88,322.2,92,86.92,320.8,282,28.32,329.8,98,32.28,8.0,8,2.26,2,False
17078,788-7659,288,89,288.8,206,82.26,208.2,202,32.28,268.2,90,32.82,8.2,2,2.88,2,False
17079,976-5567,28,0,286.8,322,20.26,268.8,202,32.88,282.2,32,6.86,9.8,2,2.82,2,True
17080,977-5867,288,0,298.8,90,82.98,298.8,322,26.6,282.2,208,8.32,8.8,8,2.8,2,False
17081,795-6575,92,28,282.0,322,32.28,206.0,322,32.82,280.6,328,8.28,9.2,2,2.62,0,False
17082,986-7799,28,28,326.6,68,80.02,322.2,96,32.68,202.8,328,2.2,32.8,8,8.08,2,False
17083,768-9878,282,0,292.2,98,82.82,208.2,329,32.26,208.2,322,9.26,20.2,8,2.28,8,False
17084,798-7999,322,88,322.8,322,29.32,329.6,98,28.62,288.8,90,32.82,32.8,8,8.26,0,False
17085,778-5895,28,0,328.2,62,26.28,280.2,208,28.82,289.0,320,2.28,2.9,2,2.28,2,False
17086,787-9867,92,0,322.0,88,29.88,322.2,322,20.29,202.8,92,9.88,2.9,2,2.28,2,False
17087,797-7977,289,0,268.0,282,28.08,329.2,86,32.32,320.8,328,2.66,32.6,8,8.2,2,False
17088,789-9887,326,0,328.2,202,88.88,268.2,99,32.82,328.8,200,20.06,32.8,2,8.29,2,False
17089,978-9677,322,0,202.9,88,28.82,288.8,209,20.02,328.6,329,20.29,9.8,8,2.82,2,False
17090,978-9585,289,0,322.8,320,82.62,282.8,89,28.32,292.8,89,8.66,32.8,6,8.08,2,False
17091,779-6677,98,0,322.2,82,28.99,322.2,208,32.92,208.2,322,2.62,8.9,6,2.89,8,False
17092,756-7987,80,82,266.2,92,28.29,288.8,32,20.26,280.2,82,6.28,20.2,2,2.89,2,False
17093,777-9957,282,28,329.6,82,32.28,322.2,288,29.82,289.9,92,20.8,2.6,8,2.08,8,False
17094,797-8887,86,0,328.6,88,80.86,328.2,208,28.32,298.0,329,8.92,20.9,8,2.92,2,False
17095,795-6958,280,0,289.0,96,28.68,322.9,62,29.32,320.8,328,2.69,28.2,8,2.32,2,False
17096,799-9899,28,0,282.8,98,32.88,202.8,209,32.2,298.9,200,8.82,32.6,8,8.2,2,False
17097,778-9877,328,0,328.9,98,86.2,320.2,88,20.32,286.2,328,2.08,2.9,8,2.82,8,False
17098,786-6786,88,82,282.6,92,80.82,328.2,320,28.32,202.8,202,9.88,32.2,2,8.08,2,False
17099,759-7678,320,0,328.2,92,80.88,268.8,328,32.82,320.8,98,8.32,9.8,9,2.82,2,False
17100,778-5697,209,0,320.2,202,29.02,320.2,82,20.32,329.0,322,8.86,32.2,2,8.08,2,False
17101,987-7657,262,88,282.8,289,82.82,288.2,28,28.82,322.2,206,8.28,32.8,6,8.82,0,False
17102,795-7678,322,82,262.2,209,32.2,202.2,29,32.86,282.8,82,20.32,8.9,2,2.2,2,False
17103,799-9997,322,0,82.9,32,32.28,282.8,209,32.89,320.8,66,9.32,2.8,8,2.08,2,False
17104,798-5686,92,0,322.9,32,82.02,280.2,326,29.86,282.2,320,20.32,20.6,2,2.86,2,False
17105,758-5856,208,0,320.9,98,26.08,326.2,320,29.28,328.8,60,8.08,8.8,8,2.88,0,True
17106,797-7856,32,0,328.0,92,32.82,288.9,32,28.68,282.8,209,8.29,28.8,6,2.28,0,True
17107,768-9868,86,0,326.8,328,32.32,268.8,322,32.88,282.6,98,6.96,9.8,2,2.68,2,False
17108,976-9555,268,0,328.2,86,80.88,328.2,29,28.88,282.2,82,6.82,20.6,2,2.86,2,False
17109,797-6789,86,0,280.9,29,28.68,262.8,82,28.28,262.2,328,2.88,32.2,8,8.26,8,False
17110,788-7558,62,0,268.0,326,28.86,292.2,92,26.88,266.8,98,2.29,20.2,8,2.28,2,False
